Type;FSV-40;
Version;2.21;
Date;19.Sep 23;
Mode;ANALYZER;
Center Freq;6000000000.000000;Hz
Freq Offset;0.000000;Hz
Span;12000000000.000000;Hz
x-Axis;LIN;
Start;0.000000;Hz
Stop;12000000000.000000;Hz
Ref Level;0.000000;W
Level Offset;0.000000;dB
Ref Position;100.000000;%
y-Axis;LIN;
Level Range;100.000000;dB
Rf Att;0.000000;dB
El Att;0.000000;dB
RBW;2000000.000000;Hz
VBW;10000.000000;Hz
SWT;0.100000;s
Trace Mode;CLR/WRITE;
Detector;SAMPLE;
Sweep Count;0;
Trace 1:;;
x-Unit;Hz;
y-Unit;W;
Preamplifier;OFF;
Transducer;OFF;
Values;1001;
0;1.4186893847190074e-012;
12000000;4.3976785104107852e-013;
24000000;3.6884628381098072e-013;
36000000;2.8947054172070996e-013;
48000000;4.190926848179205e-013;
60000000;2.285754322362693e-013;
72000000;4.9073516517755822e-013;
84000000;3.3541013933283126e-013;
96000000;2.7763118952243981e-013;
108000000;4.1743550890233072e-013;
120000000;3.3764251160597891e-013;
132000000;3.7288022062403892e-013;
144000000;3.851551239400508e-013;
156000000;4.6561940501149701e-013;
168000000;3.9246036975804088e-013;
180000000;4.3738203705546985e-013;
192000000;4.6152665023058148e-013;
204000000;5.6539413992653942e-013;
216000000;4.3335059390740838e-013;
228000000;3.5445100630623894e-013;
240000000;4.5962170701352445e-013;
252000000;4.1772333747407131e-013;
264000000;5.0565731072801934e-013;
276000000;4.3200951713520674e-013;
288000000;4.3845127723797506e-013;
300000000;4.6804476527134709e-013;
312000000;4.850428327214662e-013;
324000000;3.8452094698430972e-013;
336000000;5.9322897072097702e-013;
348000000;5.8525515163332376e-013;
360000000;3.7827805666502956e-013;
372000000;4.2493482690919571e-013;
384000000;4.4766477308964825e-013;
396000000;3.6153168674925296e-013;
408000000;4.4164156923556797e-013;
420000000;4.2402065474241024e-013;
432000000;4.8736004381461084e-013;
444000000;5.4571234683886694e-013;
456000000;4.8104044619162734e-013;
468000000;4.7000207545333517e-013;
480000000;4.1833881194233702e-013;
492000000;4.9984056607263461e-013;
504000000;4.0932516165610722e-013;
516000000;3.3341333708671039e-013;
528000000;2.7799634881413293e-013;
540000000;4.3161410860290128e-013;
552000000;5.4532094985459967e-013;
564000000;4.5666909923719468e-013;
576000000;5.3848397095490608e-013;
588000000;4.8443177637705337e-013;
600000000;4.2487234975900623e-013;
612000000;5.3226932410221917e-013;
624000000;4.9346263837277138e-013;
636000000;4.3103031994312646e-013;
648000000;3.9680642127150334e-013;
660000000;4.5520211948771316e-013;
672000000;4.784604244918722e-013;
684000000;5.9344060698504619e-013;
696000000;4.7015462269900388e-013;
708000000;4.8884420816852625e-013;
720000000;5.2085993938050246e-013;
732000000;4.3725198700488022e-013;
744000000;4.5578677550922597e-013;
756000000;5.0022865624027579e-013;
768000000;4.3462209200519075e-013;
780000000;5.2076003015030792e-013;
792000000;6.6672709020387799e-013;
804000000;7.2434555098768727e-013;
816000000;5.2085159102377432e-013;
828000000;4.5442387916830307e-013;
840000000;5.1703341044304074e-013;
852000000;5.4683259873358758e-013;
864000000;4.8620233273483082e-013;
876000000;3.8816172498457036e-013;
888000000;7.443526047271054e-013;
900000000;4.6680644376004277e-013;
912000000;4.6487201024389413e-013;
924000000;5.5467311516413376e-013;
936000000;7.0479006745310935e-013;
948000000;5.6628882355927446e-013;
960000000;5.1838400108930593e-013;
972000000;5.7806851753300359e-013;
984000000;5.7398779739620265e-013;
996000000;6.2993929733981546e-013;
1008000000;5.963180253407141e-013;
1020000000;4.6067598520604935e-013;
1032000000;6.2745392648971832e-013;
1044000000;4.3629986776205776e-013;
1056000000;5.0638974350564192e-013;
1068000000;5.7308980694684153e-013;
1080000000;4.9727675319535813e-013;
1092000000;5.5115916171299961e-013;
1104000000;4.1597012835105363e-013;
1116000000;6.3878042395534851e-013;
1128000000;4.2550658092485594e-013;
1140000000;4.8665417399021416e-013;
1152000000;4.3159274982010332e-013;
1164000000;4.2029368266943701e-013;
1176000000;4.7421902559310891e-013;
1188000000;4.7884802676853577e-013;
1200000000;4.1129477753275301e-013;
1212000000;5.1696402150400167e-013;
1224000000;5.9328681290687912e-013;
1236000000;5.2838603718102783e-013;
1248000000;3.0888995788264095e-013;
1260000000;6.1233331773158373e-013;
1272000000;3.7075916880895121e-013;
1284000000;6.6412934179860272e-013;
1296000000;5.7863983786779483e-013;
1308000000;6.4178230872041775e-013;
1320000000;5.0327651117745842e-013;
1332000000;5.0621307276163541e-013;
1344000000;3.9088770740179635e-013;
1356000000;6.9925478168170185e-013;
1368000000;5.0548172418618531e-013;
1380000000;6.903189500064022e-013;
1392000000;7.0293207019012094e-013;
1404000000;5.5269200674445962e-013;
1416000000;5.7228901522224374e-013;
1428000000;5.5430833534320101e-013;
1440000000;4.8996722477878674e-013;
1452000000;3.783451416744521e-013;
1464000000;6.2362132602009068e-013;
1476000000;5.1057378810948073e-013;
1488000000;6.1436310682880246e-013;
1500000000;4.5319314707220615e-013;
1512000000;5.4017212794757463e-013;
1524000000;5.7415541505206891e-013;
1536000000;5.7030579260833325e-013;
1548000000;5.5872613393542769e-013;
1560000000;4.7395854602116927e-013;
1572000000;5.4739811858675602e-013;
1584000000;6.3862695513783319e-013;
1596000000;5.4621433244472772e-013;
1608000000;5.4871320161187231e-013;
1620000000;5.7729054826413662e-013;
1632000000;6.4619072896385243e-013;
1644000000;7.8607953479803427e-013;
1656000000;5.5491424172729453e-013;
1668000000;6.0067077180259165e-013;
1680000000;6.3991336101548724e-013;
1692000000;6.3713558083947075e-013;
1704000000;6.0358098727397724e-013;
1716000000;6.824598395085979e-013;
1728000000;5.3356109678062702e-013;
1740000000;6.556661138502895e-013;
1752000000;6.9001624075984425e-013;
1764000000;6.4476608730920648e-013;
1776000000;6.7941827294401569e-013;
1788000000;4.9002425381305947e-013;
1800000000;5.8687375705662737e-013;
1812000000;5.4031865787118605e-013;
1824000000;6.9587364299669718e-013;
1836000000;5.9268155704408909e-013;
1848000000;5.6998644085842765e-013;
1860000000;5.6493378768410207e-013;
1872000000;6.8988857595403408e-013;
1884000000;6.2816500048454293e-013;
1896000000;5.1252421360767353e-013;
1908000000;6.3521703088514903e-013;
1920000000;5.7744249919861046e-013;
1932000000;6.0407825660038772e-013;
1944000000;4.2584428279653086e-013;
1956000000;5.6857800802626035e-013;
1968000000;6.2965810950638135e-013;
1980000000;6.7711271702422526e-013;
1992000000;6.2863727895087762e-013;
2004000000;6.3220121412216335e-013;
2016000000;6.3993190087263674e-013;
2028000000;8.1161699539908372e-013;
2040000000;7.8973698240669687e-013;
2052000000;8.5031954350986427e-013;
2064000000;4.4541367122397091e-013;
2076000000;6.658197756158335e-013;
2088000000;8.2298751147291682e-013;
2100000000;7.2806311760681419e-013;
2112000000;7.3257085076924855e-013;
2124000000;6.2344199898076158e-013;
2136000000;6.6058665698989771e-013;
2148000000;5.9081152513698609e-013;
2160000000;7.0449993495175223e-013;
