Time;Power;
0;1.5813871479669617e-012;
0.0001;1.2247723451749848e-012;
0.00020000000000000001;1.2531116552402799e-012;
0.00030000000000000003;1.4238182030959501e-012;
0.00040000000000000002;1.5556113255182913e-012;
0.00050000000000000001;1.3592533132031348e-012;
0.00060000000000000006;1.6862270043813132e-012;
0.0007000000000000001;1.1447983403259365e-012;
0.00080000000000000015;1.5487099450095521e-012;
0.00090000000000000019;1.4704208987567635e-012;
0.0010000000000000002;1.4190070559555457e-012;
0.0011000000000000003;1.3706116320025274e-012;
0.0012000000000000003;1.1974799407274417e-012;
0.0013000000000000004;1.4119797995745809e-012;
0.0014000000000000004;1.4755413687769781e-012;
0.0015000000000000005;1.163203105884747e-012;
0.0016000000000000005;1.4077105366799847e-012;
0.0017000000000000006;1.3273636747038187e-012;
0.0018000000000000006;1.2358815143151403e-012;
0.0019000000000000006;1.1772518723751624e-012;
0.0020000000000000005;1.6500739576791323e-012;
0.0021000000000000003;1.3968930179242278e-012;
0.0022000000000000001;1.2865144062915168e-012;
0.0023;1.8202260445437934e-012;
0.0023999999999999998;1.262698712950483e-012;
0.0024999999999999996;1.7681866170890514e-012;
0.0025999999999999994;1.420405676758052e-012;
0.0026999999999999993;1.444114576185096e-012;
0.0027999999999999991;1.1891440523242869e-012;
0.0028999999999999989;1.4284621662613572e-012;
0.0029999999999999988;1.6147320026221879e-012;
0.0030999999999999986;1.56266601221422e-012;
0.0031999999999999984;1.3346858340756995e-012;
0.0032999999999999982;1.5272351525791317e-012;
0.0033999999999999981;1.1636383046367826e-012;
0.0034999999999999979;1.689515931671548e-012;
0.0035999999999999977;1.2386156553537142e-012;
0.0036999999999999976;1.4115436250405899e-012;
0.0037999999999999974;1.3361697815891804e-012;
0.0038999999999999972;1.3881914281282937e-012;
0.0039999999999999975;1.1996487787532817e-012;
0.0040999999999999977;1.2386565297756169e-012;
0.004199999999999998;1.3098803725714037e-012;
0.0042999999999999983;1.543008234204668e-012;
0.0043999999999999985;1.2603913138869993e-012;
0.0044999999999999988;1.3111405407564836e-012;
0.0045999999999999991;1.4832613219259438e-012;
0.0046999999999999993;1.3726310669689989e-012;
0.0047999999999999996;1.2818580832213433e-012;
0.0048999999999999998;1.4864351069454607e-012;
0.0050000000000000001;1.4909114524550016e-012;
0.0051000000000000004;1.422855431566783e-012;
0.0052000000000000006;1.3589966825489075e-012;
0.0053000000000000009;1.6158978452182615e-012;
0.0054000000000000012;1.4026659608118441e-012;
0.0055000000000000014;1.4253070295192072e-012;
0.0056000000000000017;1.5119043170197521e-012;
0.0057000000000000019;1.1118697108847275e-012;
0.0058000000000000022;1.5525930150903089e-012;
0.0059000000000000025;1.2056031086643548e-012;
0.0060000000000000027;1.5655567120465008e-012;
0.006100000000000003;1.3306625766540403e-012;
0.0062000000000000033;1.4180456938892028e-012;
0.0063000000000000035;1.9042280773040599e-012;
0.0064000000000000038;1.2246912468524829e-012;
0.006500000000000004;1.3193026315513889e-012;
0.0066000000000000043;1.2148454985039248e-012;
0.0067000000000000046;1.3109722725793138e-012;
0.0068000000000000048;1.434168105454714e-012;
0.0069000000000000051;1.4213679061861328e-012;
0.0070000000000000053;1.5251050205708494e-012;
0.0071000000000000056;1.3195978598029567e-012;
0.0072000000000000059;1.2862647145311934e-012;
0.0073000000000000061;1.3529729636987953e-012;
0.0074000000000000064;1.4142475168385515e-012;
0.0075000000000000067;1.6785657065698789e-012;
0.0076000000000000069;1.5877141181647181e-012;
0.0077000000000000072;1.2544672332165385e-012;
0.0078000000000000074;1.4351348885319193e-012;
0.0079000000000000077;1.3862035434450415e-012;
0.0080000000000000071;1.2763811275268155e-012;
0.0081000000000000065;1.2717432358935743e-012;
0.0082000000000000059;1.4861220977782641e-012;
